id,codigo_colonia,codigo_postal,nombre_colonia
sat_colonia_105,0001,30078,Corrala
sat_colonia_106,0001,30115,Doctor Manuel Velasco Suárez
sat_colonia_107,0001,30129,El Raizal
sat_colonia_108,0001,30150,Las Champas
sat_colonia_109,0001,30166,Francisco Villa
sat_colonia_110,0001,30170,San Fermín
sat_colonia_111,0001,30223,Sagrado Corazón
sat_colonia_112,0001,30232,Jerusalén
sat_colonia_113,0001,30357,Zacualpa
sat_colonia_114,0001,30362,El Altillo
sat_colonia_115,0001,30434,Aurora Cintal
sat_colonia_116,0001,30491,Josefa Ortiz de Domínguez
sat_colonia_117,0001,30515,Las Piedritas
sat_colonia_118,0001,30535,Embarcadero de Jericó (El Siglo)
sat_colonia_119,0001,30553,Miramar
sat_colonia_120,0001,30568,El Rosario
sat_colonia_121,0001,30580,7 de Abril
sat_colonia_122,0001,30638,Playón
sat_colonia_123,0001,30649,La Florida
sat_colonia_124,0001,30650,Jardín las Flores
sat_colonia_125,0001,30670,FOVISSSTE Guadalupe
sat_colonia_126,0001,30680,Esquipulas
sat_colonia_127,0001,30740,Coapantes
sat_colonia_128,0001,30849,Pino Suárez
sat_colonia_129,0001,30860,San Judas Tadeo
sat_colonia_130,0001,30870,San Juan
sat_colonia_131,0001,30884,Talquián
sat_colonia_132,0001,30890,Rosario Ixtal
sat_colonia_133,0001,30900,Los Olivos
sat_colonia_134,0001,30925,Reforma
sat_colonia_135,0001,30953,El Cercadillo
sat_colonia_136,0001,30970,Los Pérez
sat_colonia_137,0001,30986,Vega de Guerrero
sat_colonia_138,0001,31160,Caminos del Valle
sat_colonia_139,0001,31607,Campo Número Quince
sat_colonia_140,0001,31646,Campo Setenta y Tres
sat_colonia_141,0001,31653,Punta Oriente
sat_colonia_142,0001,31680,Guadalupe
sat_colonia_143,0001,31704,Praderas del Oriente
sat_colonia_144,0001,31825,El Bismarck
sat_colonia_145,0001,31861,Santa Rosa
sat_colonia_146,0001,31884,Barrio Sur
sat_colonia_147,0001,31904,Oscar Ornelas
sat_colonia_148,0001,31977,Campo Cincuenta y Seis (Tres Hermanos)
sat_colonia_149,0001,31980,El Pajarito
sat_colonia_150,0001,32565,Cerrada de los Cipreses
sat_colonia_151,0001,32830,El Ágate
sat_colonia_152,0001,32912,Bosques de San Jerónimo
sat_colonia_153,0001,33013,Central de Abastos
sat_colonia_154,0001,33123,Rancho Llorarás
sat_colonia_155,0001,33130,Camino Real
sat_colonia_156,0001,33163,Guadalupe de la Saucería
sat_colonia_157,0001,33185,Las Truchas
sat_colonia_158,0001,33210,El Pozo
sat_colonia_159,0001,33255,Rancho Dominguez
sat_colonia_160,0001,33264,Santo Toribio
sat_colonia_161,0001,33293,Las Juntas
sat_colonia_162,0001,33390,San Isidro
sat_colonia_163,0001,33408,San José de Valenzuela
sat_colonia_164,0001,33467,Los Placeres
sat_colonia_165,0001,33470,Presidentes
sat_colonia_166,0001,33506,Barrio 5 de Mayo
sat_colonia_167,0001,33600,Colonia Flores
sat_colonia_168,0001,33637,Santa Ofelia
sat_colonia_169,0001,33656,San Juan Bautista
sat_colonia_170,0001,33670,Panamericana
sat_colonia_171,0001,33824,El Quijote
sat_colonia_172,0001,33924,La Haciendita Fiereña
sat_colonia_173,0001,33956,Agua de Pinole
sat_colonia_174,0001,33996,San Pedro
sat_colonia_175,0001,34000,Victoria de Durango Centro
sat_colonia_176,0001,34570,El Durazno
sat_colonia_177,0001,34614,Piedra de Amolar
sat_colonia_178,0001,34694,El Limoncito
sat_colonia_179,0001,34894,Loma Bonita
sat_colonia_180,0001,35140,Aquiles Serdán
sat_colonia_181,0001,35174,La Gloria
sat_colonia_182,0001,35214,Venustiano Carranza (El Seis)
sat_colonia_183,0001,35383,El Molino
sat_colonia_184,0001,35413,El Alto de los Lirios
sat_colonia_185,0001,35633,La Vinata
sat_colonia_186,0001,35803,Juan Pablo II
sat_colonia_187,0001,35917,Los Tenamastes
sat_colonia_188,0001,36000,Guanajuato Centro
sat_colonia_189,0001,36275,Parque Industrial Santa Fe Ampliación
sat_colonia_190,0001,36405,Residencial Valle del Laurel
sat_colonia_191,0001,36440,La Cruz del Derramadero
sat_colonia_192,0001,36495,Agua Nueva
sat_colonia_193,0001,36554,El Zapote del Milagro
sat_colonia_194,0001,36720,Real Bugambilias
sat_colonia_195,0001,36906,Los Sabinos
sat_colonia_196,0001,36960,Nuevo Camino Real
sat_colonia_197,0001,36998,Carmen Rodríguez
sat_colonia_198,0001,37293,Sierra Nogal
sat_colonia_199,0001,37616,San José de Rancho Nuevo (Los Arrieros)
sat_colonia_200,0001,37834,Peñuelitas (Peñuelas)
sat_colonia_201,0001,37867,Ama Lur
sat_colonia_202,0001,37893,Polo Habitacional La Esmeralda
sat_colonia_203,0001,37915,Mineral de Pozos
sat_colonia_204,0001,37924,La Lagunita
sat_colonia_205,0001,37933,Agua Zarca del Pinal
sat_colonia_206,0001,37967,Bordo la Luz
sat_colonia_207,0001,38033,Villas Vicenza
sat_colonia_208,0001,38185,Villas de Castillo
sat_colonia_209,0001,38260,Punta Norte
sat_colonia_210,0001,38403,Las Haciendas
sat_colonia_211,0001,38487,Aarón García Tamayo (San Ramón)
sat_colonia_212,0001,38495,Las Cuatas
sat_colonia_213,0001,38596,La Tortuga
sat_colonia_214,0001,38796,Centude
sat_colonia_215,0001,38836,El Planchón
sat_colonia_216,0001,38906,Celeste
sat_colonia_217,0001,38984,Lindavista
sat_colonia_218,0001,39000,Chilpancingo de los Bravos Centro
sat_colonia_219,0001,39906,Joyas del Marques
sat_colonia_220,0001,40027,Fidel Castro
sat_colonia_221,0001,40340,San Isidro (La Hacienda de San Isidro)
sat_colonia_222,0001,40405,12 de Mayo
sat_colonia_223,0001,40469,La Camila (Puente de Dios)
sat_colonia_224,0001,40493,Sabino Alto
sat_colonia_225,0001,40500,Adrés Manuel López Obrador
sat_colonia_226,0001,40653,El Coyol
sat_colonia_227,0001,40686,La Cacánicua de Arriba
sat_colonia_228,0001,40714,Zetina
sat_colonia_229,0001,41123,Cacalotepec
sat_colonia_230,0001,41169,Huixcomulco
sat_colonia_231,0001,41328,Barranca del Otate
sat_colonia_232,0001,41380,De santa Cruz
sat_colonia_233,0001,41490,Quiahuitepec
sat_colonia_234,0001,41503,Laguna Seca
sat_colonia_235,0001,41640,De la Navidad
sat_colonia_236,0001,42000,Centro
sat_colonia_237,0001,42186,Loma Escondida
sat_colonia_238,0001,42198,La Fortaleza
sat_colonia_239,0001,42302,Vista Hermosa
sat_colonia_240,0001,42334,El Sabino
sat_colonia_241,0001,42364,Del Tedra
sat_colonia_242,0001,42603,Eulalio Ángeles Martínez
sat_colonia_243,0001,42920,Tercera Manzana
sat_colonia_244,0001,42982,Loma Bonita 2da. Sección
sat_colonia_245,0001,43204,Vista Hermosa
sat_colonia_246,0001,43427,San Antonio el Grande
sat_colonia_247,0001,43624,Privada Riva Palacio
sat_colonia_248,0001,43740,Loma de Cuautepec
sat_colonia_249,0001,43774,Ex-Hacienda de San Francisco
sat_colonia_250,0001,43810,La Gloria
sat_colonia_251,0001,43845,Valle Diamante
sat_colonia_252,0001,43865,Lomas del Álamo
sat_colonia_253,0001,43906,Ampliación Loma Bonita
sat_colonia_254,0001,43993,Villas Napoleón
sat_colonia_255,0001,45133,Altavista Residencial
sat_colonia_256,0001,45306,La Estancia
sat_colonia_257,0001,45355,La Cima
sat_colonia_258,0001,45410,Misión de los Viñedos
sat_colonia_259,0001,45432,Lomas de Huizquilco
sat_colonia_260,0001,45599,Las Terrazas Residencial
sat_colonia_261,0001,45650,Villas Terranova
sat_colonia_262,0001,45685,El Salto
sat_colonia_263,0001,45720,Rosendo G. Castro
sat_colonia_264,0001,45877,Huerta Vieja
sat_colonia_265,0001,45887,Villas Andalucía
sat_colonia_266,0001,46030,Rincón de San Vicente
sat_colonia_267,0001,46074,San Andrés Cohamiata
sat_colonia_268,0001,46106,Verde
sat_colonia_269,0001,46157,Huizaista
sat_colonia_270,0001,46206,El Pastor
sat_colonia_271,0001,46276,Achimec
sat_colonia_272,0001,46315,Guadalupe
sat_colonia_273,0001,46473,Rinconada Casa Blanca
sat_colonia_274,0001,46615,Las Victorias
sat_colonia_275,0001,46860,Los Pericos
sat_colonia_276,0001,46937,Gallineros
sat_colonia_277,0001,46984,El Tasajal
sat_colonia_278,0001,47137,El Bueyero
sat_colonia_279,0001,47186,La Garita
sat_colonia_280,0001,47260,San Ignacio de Abajo
sat_colonia_281,0001,47270,Loma Linda
sat_colonia_282,0001,47530,Paseos del Sol
sat_colonia_283,0001,47565,Las Amarillas
sat_colonia_284,0001,47574,San José
sat_colonia_285,0001,47595,San Antonio
sat_colonia_286,0001,47620,El Árbol
sat_colonia_287,0001,47755,San Marcos
sat_colonia_288,0001,47902,San Isidro
sat_colonia_289,0001,47913,Las Bugambilias
sat_colonia_290,0001,47959,Paso de Guadalupe
sat_colonia_291,0001,47986,Los Arrayanes
sat_colonia_292,0001,48247,Los Encinos
sat_colonia_293,0001,48267,Los Llanitos
sat_colonia_294,0001,48417,Naranjitos (Arroyo Seco)
sat_colonia_295,0001,48464,Pochotitán
sat_colonia_296,0001,48644,Cítala
sat_colonia_297,0001,48760,Guadalupana
sat_colonia_298,0001,48868,El Playón
sat_colonia_299,0001,48903,Cerro Colorado
